https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume BTC,Volume EUR,tradecount
1608382800,2020-12-19 13:00:00,BTC/EUR,18795.3,18894.0,18773.5,18893.9,18841.8,107.26722903,2026696.298569917,1329
1608379200,2020-12-19 12:00:00,BTC/EUR,18700.1,18850.0,18700.0,18795.3,18773.9,212.94400657,4002346.486685121,1495
1608375600,2020-12-19 11:00:00,BTC/EUR,18773.4,18800.0,18669.1,18700.0,18736.1,89.65286562,1676508.587094,1207
1608372000,2020-12-19 10:00:00,BTC/EUR,18735.5,18822.9,18730.2,18773.3,18776.5,110.11332836,2067190.5473007879,1305
1608368400,2020-12-19 09:00:00,BTC/EUR,18742.9,18790.0,18718.3,18735.4,18752.1,87.90042752,1646849.669758208,1000
1608364800,2020-12-19 08:00:00,BTC/EUR,18670.1,18743.2,18602.0,18743.0,18681.6,124.50950176,2333681.59148768,1245
1608361200,2020-12-19 07:00:00,BTC/EUR,18660.2,18790.0,18642.0,18670.1,18717.9,90.67554274,1692921.450510074,950
1608357600,2020-12-19 06:00:00,BTC/EUR,18742.5,18772.6,18651.0,18662.4,18707.9,58.09765696,1084241.713250304,613
1608354000,2020-12-19 05:00:00,BTC/EUR,18817.4,18837.3,18714.4,18735.8,18768.1,48.91978534,916551.3141731719,430
1608350400,2020-12-19 04:00:00,BTC/EUR,18879.8,18900.0,18805.4,18806.6,18863.8,101.57662860,1910311.02342876,774
1608346800,2020-12-19 03:00:00,BTC/EUR,18899.9,18927.2,18873.7,18879.9,18899.9,255.65755932,4826789.154205668,1296
1608343200,2020-12-19 02:00:00,BTC/EUR,18789.3,18899.9,18781.0,18899.9,18859.9,90.72136583,1714624.742050417,633
1608339600,2020-12-19 01:00:00,BTC/EUR,18721.9,18804.2,18701.1,18786.8,18758.5,52.17292949,980162.391742732,608
1608336000,2020-12-19 00:00:00,BTC/EUR,18852.5,18876.0,18701.0,18732.4,18776.4,128.89837854,2414575.9861626965,972
1608332400,2020-12-18 23:00:00,BTC/EUR,18775.0,18868.4,18700.5,18852.5,18781.5,128.87163067,2429552.417206175,1214
1608328800,2020-12-18 22:00:00,BTC/EUR,18669.0,18778.7,18610.8,18775.1,18716.5,104.26696128,1957622.6247281278,1308
1608325200,2020-12-18 21:00:00,BTC/EUR,18582.4,18825.1,18582.4,18669.1,18719.6,343.83549205,6419099.184630655,2669
1608321600,2020-12-18 20:00:00,BTC/EUR,18586.2,18607.7,18510.0,18582.4,18574.9,101.79038005,1891509.55824112,1395
1608318000,2020-12-18 19:00:00,BTC/EUR,18595.2,18595.3,18501.0,18583.3,18553.0,139.29207389,2588506.3967200373,1270
1608314400,2020-12-18 18:00:00,BTC/EUR,18580.5,18635.0,18527.8,18596.9,18573.3,194.54129957,3617865.0939733335,1663
1608310800,2020-12-18 17:00:00,BTC/EUR,18582.0,18628.8,18527.4,18580.2,18583.9,313.02382019,5816045.1838942375,1846
1608307200,2020-12-18 16:00:00,BTC/EUR,18425.1,18600.0,18355.0,18583.6,18504.7,347.23471269,6452871.006745883,2382
1608303600,2020-12-18 15:00:00,BTC/EUR,18460.0,18470.5,18215.6,18425.0,18345.9,395.17392142,7281079.5021635,3305
1608300000,2020-12-18 14:00:00,BTC/EUR,18429.4,18496.9,18308.7,18460.0,18426.0,443.17729447,8181052.8559162,3193
1608296400,2020-12-18 13:00:00,BTC/EUR,18709.4,18715.0,18400.0,18429.5,18552.5,411.59117759,7585419.607394905,2926
1608292800,2020-12-18 12:00:00,BTC/EUR,18653.6,18793.3,18541.2,18709.4,18688.0,247.03134278,4621808.204608132,2192
1608289200,2020-12-18 11:00:00,BTC/EUR,18726.8,18726.8,18551.3,18648.7,18652.5,317.45996783,5920215.702071321,2457
1608285600,2020-12-18 10:00:00,BTC/EUR,18899.7,18927.1,18720.0,18726.8,18808.2,327.65803413,6135986.473545684,3340
1608282000,2020-12-18 09:00:00,BTC/EUR,18850.1,18900.0,18756.1,18899.8,18858.8,254.90930014,4817734.790785972,2590
1608278400,2020-12-18 08:00:00,BTC/EUR,18790.0,18950.0,18730.1,18850.1,18840.6,401.81278545,7574211.1870110445,2738
1608274800,2020-12-18 07:00:00,BTC/EUR,18750.0,18800.0,18636.1,18790.0,18730.3,237.08571445,4454840.5745155,1513
1608271200,2020-12-18 06:00:00,BTC/EUR,18754.9,18910.0,18697.1,18749.9,18823.8,142.69380431,2675494.561432069,1212
1608267600,2020-12-18 05:00:00,BTC/EUR,18673.8,18808.5,18665.3,18745.7,18759.8,69.37726227,1300525.3453347392,652
1608264000,2020-12-18 04:00:00,BTC/EUR,18609.2,18741.2,18605.3,18673.8,18672.5,50.44705310,942038.1801787799,636
1608260400,2020-12-18 03:00:00,BTC/EUR,18790.0,18800.0,18581.4,18616.8,18659.7,72.61152914,1351794.315693552,811
1608256800,2020-12-18 02:00:00,BTC/EUR,18745.0,18970.0,18700.8,18790.0,18872.3,225.51993548,4237519.587669199,1379
1608253200,2020-12-18 01:00:00,BTC/EUR,18550.0,18840.0,18447.3,18744.4,18740.1,222.50910968,4170799.755485792,1495
1608249600,2020-12-18 00:00:00,BTC/EUR,18579.8,18603.0,18320.0,18549.9,18488.3,124.93714199,2317571.490200301,1319
1608246000,2020-12-17 23:00:00,BTC/EUR,18724.7,18741.8,18395.9,18579.7,18533.9,209.14835763,3885913.740258111,2062
1608242400,2020-12-17 22:00:00,BTC/EUR,18540.1,18793.3,18540.1,18714.7,18669.7,183.07883101,3426265.398702847,2183
1608238800,2020-12-17 21:00:00,BTC/EUR,18545.6,18594.7,18266.8,18537.0,18390.5,476.74796364,8837477.00199468,3621
1608235200,2020-12-17 20:00:00,BTC/EUR,18650.1,18799.9,18100.1,18553.9,18451.9,758.35957049,14070527.634914413,6021
1608231600,2020-12-17 19:00:00,BTC/EUR,18939.2,19180.5,18510.2,18659.4,18855.8,602.18880831,11236481.849779615,4894
1608228000,2020-12-17 18:00:00,BTC/EUR,18733.6,18976.6,18300.0,18936.4,18643.4,1041.28741321,19718234.971509848,8248
1608224400,2020-12-17 17:00:00,BTC/EUR,19224.9,19299.4,18721.3,18733.7,19124.2,748.02374747,14013252.47797874,5678
1608220800,2020-12-17 16:00:00,BTC/EUR,19034.0,19245.7,18931.0,19225.0,19137.6,918.12640368,17650980.110748,6710
1608217200,2020-12-17 15:00:00,BTC/EUR,18840.0,19050.0,18690.5,19020.5,18869.0,564.74954247,10741818.672550635,4428
1608213600,2020-12-17 14:00:00,BTC/EUR,18614.2,18940.0,18522.3,18840.1,18801.8,525.36037601,9897842.020066,4503
1608210000,2020-12-17 13:00:00,BTC/EUR,18883.9,19000.0,18472.2,18614.3,18839.1,754.14560963,14037892.621335708,5855
1608206400,2020-12-17 12:00:00,BTC/EUR,18578.7,18900.0,18459.9,18880.0,18631.4,517.31702807,9766945.4899616,3953
1608202800,2020-12-17 11:00:00,BTC/EUR,18442.7,18600.0,18320.6,18578.9,18444.9,883.45000150,16413529.232868351,5755
1608199200,2020-12-17 10:00:00,BTC/EUR,18493.5,18775.7,18263.7,18440.6,18514.0,922.03252896,17002833.053539775,7526
1608195600,2020-12-17 09:00:00,BTC/EUR,18770.0,19399.0,17800.0,18494.0,18748.7,2608.88334707,48248688.620712586,17188
1608192000,2020-12-17 08:00:00,BTC/EUR,18391.3,18789.9,18332.7,18770.0,18595.6,1122.03201351,21060540.8935827,6743
1608188400,2020-12-17 07:00:00,BTC/EUR,18140.1,18391.3,18080.0,18391.3,18262.1,335.05531740,6162102.858898619,3047
1608184800,2020-12-17 06:00:00,BTC/EUR,18231.9,18274.1,18045.6,18140.1,18123.5,290.98986527,5278585.254984327,2690
1608181200,2020-12-17 05:00:00,BTC/EUR,17813.2,18236.2,17813.2,18233.0,18045.2,139.57623058,2544893.41216514,1767
1608177600,2020-12-17 04:00:00,BTC/EUR,17805.7,17901.1,17790.1,17815.8,17841.6,72.08151276,1284189.8150296079,739
1608174000,2020-12-17 03:00:00,BTC/EUR,17955.4,18117.6,17760.2,17804.9,17985.5,470.49714387,8377154.596890964,3074
1608170400,2020-12-17 02:00:00,BTC/EUR,17770.2,17996.7,17700.0,17955.7,17888.7,309.28593234,5553445.415317338,2228
1608166800,2020-12-17 01:00:00,BTC/EUR,17492.0,17872.0,17491.3,17779.7,17711.3,343.60943586,6109272.686760043,2707
1608163200,2020-12-17 00:00:00,BTC/EUR,17490.1,17525.0,17386.7,17492.0,17456.7,109.93245741,1922938.54501572,1673
1608159600,2020-12-16 23:00:00,BTC/EUR,17505.6,17662.0,17369.7,17490.0,17503.4,330.77068128,5785179.215587201,2918
1608156000,2020-12-16 22:00:00,BTC/EUR,17355.6,17570.5,17319.6,17508.7,17463.6,791.23308074,13853462.640752438,6026
1608152400,2020-12-16 21:00:00,BTC/EUR,17056.0,17434.0,16990.2,17353.8,17220.8,521.91501392,9057208.768564895,4909
1608148800,2020-12-16 20:00:00,BTC/EUR,17034.9,17083.9,17012.0,17056.0,17053.6,320.64028925,5468840.773448001,2333
1608145200,2020-12-16 19:00:00,BTC/EUR,16915.6,17052.9,16900.1,17026.8,16984.4,323.38449495,5506203.11861466,2444
1608141600,2020-12-16 18:00:00,BTC/EUR,16961.1,17064.8,16900.1,16915.6,16996.1,266.36113995,4505658.49893822,2244
1608138000,2020-12-16 17:00:00,BTC/EUR,17150.1,17157.4,16912.2,16961.1,17019.1,447.31013179,7586871.876303368,3651
1608134400,2020-12-16 16:00:00,BTC/EUR,16957.1,17152.9,16929.4,17150.1,17038.7,748.27392367,12832972.618332867,4907
1608130800,2020-12-16 15:00:00,BTC/EUR,16966.2,17000.0,16860.0,16959.5,16935.2,673.75923479,11426619.742421007,4831
1608127200,2020-12-16 14:00:00,BTC/EUR,16682.1,17000.0,16574.8,16966.2,16833.8,1488.63230852,25256433.472812023,10133
