https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume ETH,Volume EUR,tradecount
1594166400,2020-07-08 00:00:00,ETH/EUR,212.58,219.77,211.31,218.20,216.24,55473.39108472,12104293.934685905,11552
1594080000,2020-07-07 00:00:00,ETH/EUR,213.63,215.25,208.40,212.58,211.28,23012.36017520,4891967.526044016,7208
1593993600,2020-07-06 00:00:00,ETH/EUR,202.58,213.88,201.83,213.72,208.66,45727.20824118,9772818.94530499,10022
1593907200,2020-07-05 00:00:00,ETH/EUR,203.69,204.70,199.25,202.92,201.35,21155.75871058,4292926.557550893,5016
1593820800,2020-07-04 00:00:00,ETH/EUR,200.50,204.98,200.20,203.69,202.56,13776.77520242,2806191.34098093,4545
1593734400,2020-07-03 00:00:00,ETH/EUR,201.86,203.65,200.02,200.53,202.23,17951.13052594,3599740.204366748,5269
1593648000,2020-07-02 00:00:00,ETH/EUR,205.70,206.36,198.71,201.87,202.36,33178.18265893,6697679.7333582,7964
1593561600,2020-07-01 00:00:00,ETH/EUR,200.91,207.06,199.84,205.58,204.11,25821.55160079,5308394.578090409,6900
1593475200,2020-06-30 00:00:00,ETH/EUR,202.69,203.69,199.03,201.17,201.23,26122.60949478,5255085.352064893,6686
1593388800,2020-06-29 00:00:00,ETH/EUR,200.47,204.59,196.58,202.56,199.89,31880.59355664,6457733.030832998,7953
1593302400,2020-06-28 00:00:00,ETH/EUR,197.40,203.13,194.88,200.60,199.45,27851.38256936,5586987.343413616,6653
1593216000,2020-06-27 00:00:00,ETH/EUR,204.78,206.36,193.39,197.45,199.25,41211.63519547,8137237.369345551,10239
1593129600,2020-06-26 00:00:00,ETH/EUR,207.27,208.17,203.10,204.71,205.12,26398.05359402,5403945.551231834,7257
1593043200,2020-06-25 00:00:00,ETH/EUR,208.52,210.00,202.53,207.27,207.00,34014.63505838,7050213.408550424,7832
1592956800,2020-06-24 00:00:00,ETH/EUR,215.07,220.06,205.32,208.70,212.29,54002.88316435,11270401.716399845,11855
1592870400,2020-06-23 00:00:00,ETH/EUR,215.64,216.89,213.43,215.07,215.35,27398.55480873,5892607.182713561,6358
1592784000,2020-06-22 00:00:00,ETH/EUR,203.99,218.90,203.52,215.65,213.56,52797.94864480,11385877.62525112,11481
1592697600,2020-06-21 00:00:00,ETH/EUR,204.64,206.67,203.25,203.99,205.36,11286.35042327,2302302.6228428474,4196
1592611200,2020-06-20 00:00:00,ETH/EUR,204.77,206.39,202.10,204.62,204.13,14541.09251782,2975398.3509963285,4636
1592524800,2020-06-19 00:00:00,ETH/EUR,206.44,206.60,202.45,204.75,204.98,21151.73648086,4330818.044456085,6772
1592438400,2020-06-18 00:00:00,ETH/EUR,207.90,208.36,203.42,206.65,206.60,21518.70361163,4446840.101343339,6878
1592352000,2020-06-17 00:00:00,ETH/EUR,208.95,211.01,202.70,207.91,207.27,26503.34789151,5510311.060123844,7516
1592265600,2020-06-16 00:00:00,ETH/EUR,203.78,209.14,202.00,208.78,206.60,29280.19440546,6113118.987971938,7281
1592179200,2020-06-15 00:00:00,ETH/EUR,205.81,206.78,194.14,203.78,200.60,75436.09341971,15372367.117068503,14268
1592092800,2020-06-14 00:00:00,ETH/EUR,211.50,211.64,204.51,205.78,208.02,16850.04243092,3467401.7314347173,5263
1592006400,2020-06-13 00:00:00,ETH/EUR,211.03,211.97,208.51,211.56,210.52,10101.33106879,2137037.600913212,4288
1591920000,2020-06-12 00:00:00,ETH/EUR,204.00,212.00,202.30,211.09,208.68,42935.62430614,9063280.934783094,7996
1591833600,2020-06-11 00:00:00,ETH/EUR,218.14,220.00,199.01,204.01,208.84,78104.42097099,15934082.92229167,14809
1591747200,2020-06-10 00:00:00,ETH/EUR,215.53,219.65,213.17,218.15,215.91,37719.60663385,8228532.187174378,7615
1591660800,2020-06-09 00:00:00,ETH/EUR,217.84,220.84,210.04,215.45,215.51,35129.15662616,7568576.795106172,7448
1591574400,2020-06-08 00:00:00,ETH/EUR,216.36,219.00,213.41,217.79,215.73,27641.87389627,6020123.7158686435,5715
1591488000,2020-06-07 00:00:00,ETH/EUR,214.37,216.98,208.60,216.00,212.59,44266.45227283,9561553.69093128,7199
1591401600,2020-06-06 00:00:00,ETH/EUR,212.97,216.80,211.22,214.44,214.12,19718.76014004,4228490.924430178,4846
1591315200,2020-06-05 00:00:00,ETH/EUR,214.67,218.56,211.60,213.05,214.65,34280.60332399,7303482.53817607,7344
1591228800,2020-06-04 00:00:00,ETH/EUR,217.75,219.80,211.42,214.68,215.57,49081.55414280,10536828.043376304,9623
1591142400,2020-06-03 00:00:00,ETH/EUR,212.75,218.22,208.38,217.72,213.67,42183.03964227,9184091.390915025,8228
1591056000,2020-06-02 00:00:00,ETH/EUR,221.57,226.65,203.00,212.86,215.03,114885.33011600,24454491.36849176,19367
1590969600,2020-06-01 00:00:00,ETH/EUR,208.55,224.94,207.87,221.52,217.54,67718.86113717,15001082.119105898,12544
1590883200,2020-05-31 00:00:00,ETH/EUR,218.89,220.38,207.00,208.72,213.32,59759.56208142,12473015.797633983,10552
1590796800,2020-05-30 00:00:00,ETH/EUR,198.86,222.04,197.29,218.84,212.02,78891.07995685,17264523.937757052,15153
1590710400,2020-05-29 00:00:00,ETH/EUR,198.54,202.50,195.13,198.91,198.77,72472.36823367,14415478.7653593,10246
1590624000,2020-05-28 00:00:00,ETH/EUR,189.06,198.85,186.06,198.54,192.31,52960.49197866,10514776.077443156,9431
1590537600,2020-05-27 00:00:00,ETH/EUR,183.24,189.50,183.24,189.03,187.28,30830.32233544,5827855.831068223,6162
1590451200,2020-05-26 00:00:00,ETH/EUR,187.36,187.97,179.84,183.37,183.87,36446.44015999,6683183.732137367,6917
