https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume LINK,Volume EUR,tradecount
1595376000,2020-07-22 00:00:00,LINK/EUR,6.34470,6.61443,6.15367,6.49092,6.38476,165741.39410422,1075814.1298189636,1910
1595289600,2020-07-21 00:00:00,LINK/EUR,6.32550,6.73451,6.02500,6.35890,6.38187,267704.33984956,1702305.126669367,2393
1595203200,2020-07-20 00:00:00,LINK/EUR,7.07507,7.13200,6.25000,6.32556,6.64375,272446.29621084,1723375.3934594411,2497
1595116800,2020-07-19 00:00:00,LINK/EUR,6.98949,7.18852,6.82510,7.07507,6.96249,117997.98907267,834844.0325483753,1313
1595030400,2020-07-18 00:00:00,LINK/EUR,7.22633,7.22659,5.70000,6.99753,6.90747,435588.49276775,3048043.545797114,3294
1594944000,2020-07-17 00:00:00,LINK/EUR,7.34303,7.55000,7.20620,7.24387,7.36394,307904.78930298,2230422.266088178,2227
1594857600,2020-07-16 00:00:00,LINK/EUR,7.58529,7.78951,7.01000,7.32991,7.33112,846828.51172379,6207176.776369325,6137
1594771200,2020-07-15 00:00:00,LINK/EUR,7.12150,7.82245,6.86972,7.58108,7.38354,976734.56841607,7404702.901927699,6646
1594684800,2020-07-14 00:00:00,LINK/EUR,6.32455,7.34860,6.19000,7.11200,6.85162,657904.23836921,4679014.943281822,5251
1594598400,2020-07-13 00:00:00,LINK/EUR,6.49482,7.50000,6.03009,6.35685,6.68133,914043.62902073,5810438.243140427,7274
1594512000,2020-07-12 00:00:00,LINK/EUR,5.40681,6.53000,5.40366,6.51140,6.00032,596572.40317192,3884521.54601364,4335
1594425600,2020-07-11 00:00:00,LINK/EUR,5.43515,5.54000,5.30000,5.42974,5.41153,67497.17246438,366492.09721674264,686
1594339200,2020-07-10 00:00:00,LINK/EUR,5.39545,5.49683,5.06573,5.43509,5.28530,187968.75932272,1021627.1241073222,1416
1594252800,2020-07-09 00:00:00,LINK/EUR,5.73792,5.74377,5.06730,5.39545,5.34875,337180.85479963,1819242.4430286638,2355
