https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume BTC,Volume EUR,tradecount
1483315200.0,2017-01-02,BTC/EUR,946.29,984.01,943,973.75,973.75,10370.95,10031850.26,NULL
1483228800.0,2017-01-01,BTC/EUR,913.46,953.9,907.83,946.29,946.29,6483.14,6076860.41,NULL
1483142400.0,2016-12-31,BTC/EUR,914,919.85,895,913.46,913.46,3631.57,3302321.43,NULL
1483056000.0,2016-12-30,BTC/EUR,930.96,932.86,881.03,914,914,10317.67,9345215.85,NULL
1482969600.0,2016-12-29,BTC/EUR,937.78,940,907.5,930.96,930.96,8532.46,7913387.83,NULL
1482883200.0,2016-12-28,BTC/EUR,888.64,939.99,888.23,937.78,937.78,13834.56,12732946.83,NULL
1482796800.0,2016-12-27,BTC/EUR,863.98,899.79,856.84,888.64,888.64,7871.52,6982247.08,NULL
1482710400.0,2016-12-26,BTC/EUR,859.31,874.46,850,863.98,863.98,4887.69,4216194.11,NULL
1482624000.0,2016-12-25,BTC/EUR,854.38,861.45,812,859.31,859.31,7988.45,6675109.98,NULL
1482537600.0,2016-12-24,BTC/EUR,884.7,888.86,845.97,854.38,854.38,7017.35,6063434.45,NULL
1482451200.0,2016-12-23,BTC/EUR,824.98,889.71,824.65,884.7,884.7,16542.51,14271811.9,NULL
1482364800.0,2016-12-22,BTC/EUR,796.55,839.9,796.11,824.98,824.98,12314.66,10144364.68,NULL
1482278400.0,2016-12-21,BTC/EUR,777.78,799,774,796.55,796.55,8486.06,6694280.13,NULL
1482192000.0,2016-12-20,BTC/EUR,764.99,779,761.23,777.78,777.78,4730.47,3639938.63,NULL
1482105600.0,2016-12-19,BTC/EUR,758.99,765.34,756.8,764.99,764.99,3836.27,2923368.84,NULL
1482019200.0,2016-12-18,BTC/EUR,759.7,760.98,752.79,758.99,758.99,1933.96,1464974.16,NULL
1481932800.0,2016-12-17,BTC/EUR,752.77,762.3,751.63,759.7,759.7,3202.42,2431397.86,NULL
1481846400.0,2016-12-16,BTC/EUR,747.92,756.72,746.06,752.77,752.77,3978.97,2988805.08,NULL
1481760000.0,2016-12-15,BTC/EUR,739.5,750.82,738.87,747.92,747.92,4022.11,3001914.29,NULL
1481673600.0,2016-12-14,BTC/EUR,738.99,740.87,730.6,739.5,739.5,3809.21,2808291.03,NULL
1481587200.0,2016-12-13,BTC/EUR,737,743.31,727.19,738.99,738.99,4246.17,3130922.17,NULL
1481500800.0,2016-12-12,BTC/EUR,729.1,743.45,729.05,737,737,4370.25,3222343.75,NULL
1481414400.0,2016-12-11,BTC/EUR,736.5,736.5,723.6,729.1,729.1,3026.67,2206010.84,NULL
1481328000.0,2016-12-10,BTC/EUR,732.91,738.2,732.36,736.5,736.5,2626.4,1932995.65,NULL
1481241600.0,2016-12-09,BTC/EUR,727.04,735.7,724.31,732.91,732.91,3459.55,2530334.37,NULL
1481155200.0,2016-12-08,BTC/EUR,720.9,729.98,712.95,727.04,727.04,5198.54,3764291.35,NULL
1481068800.0,2016-12-07,BTC/EUR,716,724.84,711.94,720.9,720.9,4172.54,3001559.22,NULL
1480982400.0,2016-12-06,BTC/EUR,705.47,720,704.24,716,716,5449.57,3892154.82,NULL
1480896000.0,2016-12-05,BTC/EUR,734,735.12,702,705.47,705.47,7257.62,5169059.97,NULL
1480809600.0,2016-12-04,BTC/EUR,723.26,735,719.28,734,734,2933.76,2130023.25,NULL
1480723200.0,2016-12-03,BTC/EUR,728.7,729.99,713.1,723.26,723.26,3252.17,2347344.49,NULL
1480636800.0,2016-12-02,BTC/EUR,706.99,736,706.62,728.7,728.7,7373.41,5334381.11,NULL
1480550400.0,2016-12-01,BTC/EUR,700.31,712.55,699.3,706.99,706.99,4857.56,3439933.12,NULL
1480464000.0,2016-11-30,BTC/EUR,690.15,703.83,689.86,700.31,700.31,4883.42,3414750.35,NULL
1480377600.0,2016-11-29,BTC/EUR,693.85,695.99,690,690.15,690.15,3580.47,2483496.01,NULL
1480291200.0,2016-11-28,BTC/EUR,691.22,698.5,689,693.85,693.85,3662.47,2541466.22,NULL
1480204800.0,2016-11-27,BTC/EUR,695.28,699.11,688.1,691.22,691.22,1764.35,1226259.84,NULL
1480118400.0,2016-11-26,BTC/EUR,702.03,702.68,685.22,695.28,695.28,2903.81,2016531.49,NULL
1480032000.0,2016-11-25,BTC/EUR,699.1,702.03,691.31,702.03,702.03,3874.01,2699825.84,NULL
1479945600.0,2016-11-24,BTC/EUR,702.94,705,692.1,699.1,699.1,4741.89,3317435.98,NULL
1479859200.0,2016-11-23,BTC/EUR,706.43,707.7,692.1,702.94,702.94,5624.8,3938930.55,NULL
1479772800.0,2016-11-22,BTC/EUR,693.99,713.5,689.01,706.43,706.43,6197.82,4358294.75,NULL
1479686400.0,2016-11-21,BTC/EUR,687.96,701.44,686.54,693.99,693.99,4015.81,2787487.32,NULL
1479600000.0,2016-11-20,BTC/EUR,705.99,710,670.01,687.96,687.96,6116.22,4215572.73,NULL
1479513600.0,2016-11-19,BTC/EUR,703.83,714.99,691,705.99,705.99,2519.29,1777458.85,NULL
1479427200.0,2016-11-18,BTC/EUR,691.02,710.45,685.13,703.83,703.83,5239.95,3679095.85,NULL
1479340800.0,2016-11-17,BTC/EUR,692.02,699.99,677.86,691.02,691.02,5970.1,4139523.48,NULL
1479254400.0,2016-11-16,BTC/EUR,662,697.39,659.03,692.02,692.02,9251.91,6304073.93,NULL
1479168000.0,2016-11-15,BTC/EUR,655.29,667.99,653.99,662,662,5395.7,3568061.27,NULL
1479081600.0,2016-11-14,BTC/EUR,647.17,659.2,643.14,655.29,655.29,4569.1,2982559.71,NULL
1478995200.0,2016-11-13,BTC/EUR,647.02,648.92,628.03,647.17,647.17,4820.88,3078093.03,NULL
1478908800.0,2016-11-12,BTC/EUR,660.99,662,643.35,647.02,647.02,3780.47,2458774.09,NULL
1478822400.0,2016-11-11,BTC/EUR,657.96,664.26,653.59,660.99,660.99,3664.15,2417389.3,NULL
1478736000.0,2016-11-10,BTC/EUR,661.7,662.04,651,657.96,657.96,4152.31,2721349.71,NULL
1478649600.0,2016-11-09,BTC/EUR,647.33,669,638.5,661.7,661.7,10547.81,6937775.92,NULL
1478563200.0,2016-11-08,BTC/EUR,636.08,650.41,632,647.33,647.33,4975.14,3192616.73,NULL
1478476800.0,2016-11-07,BTC/EUR,639.75,641,629.35,636.08,636.08,3009.66,1911551.71,NULL
1478390400.0,2016-11-06,BTC/EUR,631.28,643,625,639.75,639.75,3597.51,2290352.36,NULL
1478304000.0,2016-11-05,BTC/EUR,631.28,634.7,621.36,631.28,631.28,2569.11,1617033.91,NULL
1478217600.0,2016-11-04,BTC/EUR,618.33,638.17,614.25,631.28,631.28,6778.61,4263383.61,NULL
1478131200.0,2016-11-03,BTC/EUR,661.89,672.4,604.26,618.33,618.33,15586.94,9948248.25,NULL
1478044800.0,2016-11-02,BTC/EUR,659.88,663.9,648,661.89,661.89,4540.08,2975756.47,NULL
1477958400.0,2016-11-01,BTC/EUR,633.47,666.34,633.42,659.88,659.88,7198.64,4723918.78,NULL
1477872000.0,2016-10-31,BTC/EUR,628,646.22,616.51,633.47,633.47,5803.02,3700101.62,NULL
1477785600.0,2016-10-30,BTC/EUR,645.01,646.46,626,628,628,4115.33,2608326.55,NULL
1477699200.0,2016-10-29,BTC/EUR,627.99,650,627.65,645.01,645.01,7137.01,4577159.66,NULL
1477612800.0,2016-10-28,BTC/EUR,628.99,634,626.22,627.99,627.99,4484.17,2825619.93,NULL
1477526400.0,2016-10-27,BTC/EUR,621.25,635.12,619.81,628.99,628.99,6321.97,3973337.33,NULL
1477440000.0,2016-10-26,BTC/EUR,601.1,626,600.61,621.25,621.25,5914.6,3641592.29,NULL
1477353600.0,2016-10-25,BTC/EUR,600,614.98,599.98,601.1,601.1,5227.17,3163898.91,NULL
1477267200.0,2016-10-24,BTC/EUR,600.04,601.99,596,600,600,4197.82,2516644.04,NULL
1477180800.0,2016-10-23,BTC/EUR,601.34,605.88,597.3,600.04,600.04,2533.21,1523010.77,NULL
1477094400.0,2016-10-22,BTC/EUR,582.65,609.63,581.08,601.34,601.34,6026.33,3589819.81,NULL
1477008000.0,2016-10-21,BTC/EUR,579.7,584,579.39,582.65,582.65,2664.45,1552025.65,NULL
1476921600.0,2016-10-20,BTC/EUR,576.5,583,574.02,579.7,579.7,3458.88,2000983.66,NULL
1476835200.0,2016-10-19,BTC/EUR,581.99,582.99,572.51,576.5,576.5,4538.44,2625015.83,NULL
