https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume ADA,Volume EUR,tradecount
1597968000,2020-08-21 00:00:00,ADA/EUR,0.113329,0.113329,0.103500,0.104693,0.108280,16376471.81147298,1714501.9633585406,3344
1597881600,2020-08-20 00:00:00,ADA/EUR,0.109638,0.113620,0.106974,0.113113,0.109966,8973909.79638454,1015065.8587984445,1937
1597795200,2020-08-19 00:00:00,ADA/EUR,0.114843,0.115906,0.107001,0.109438,0.110671,17637485.36057852,1930211.1228909919,3234
1597708800,2020-08-18 00:00:00,ADA/EUR,0.118401,0.121042,0.112339,0.114820,0.115983,11081430.66545919,1272369.8690080242,2763
1597622400,2020-08-17 00:00:00,ADA/EUR,0.117179,0.122705,0.116539,0.118645,0.119239,18151486.39494615,2153583.103328386,3780
1597536000,2020-08-16 00:00:00,ADA/EUR,0.117022,0.117848,0.114400,0.117065,0.116140,8809060.21096111,1031232.6335961624,1744
1597449600,2020-08-15 00:00:00,ADA/EUR,0.117100,0.120000,0.115711,0.116902,0.117450,9993793.34591729,1168294.4297244232,1890
1597363200,2020-08-14 00:00:00,ADA/EUR,0.118165,0.119584,0.116804,0.117134,0.118036,8545638.56021884,1000984.8271126737,1900
1597276800,2020-08-13 00:00:00,ADA/EUR,0.116038,0.120326,0.111782,0.117815,0.116178,26373242.25251916,3107163.535980545,4530
1597190400,2020-08-12 00:00:00,ADA/EUR,0.116720,0.117080,0.105999,0.115951,0.113322,18124886.31092728,2101598.6926383288,3953
1597104000,2020-08-11 00:00:00,ADA/EUR,0.122660,0.123102,0.112867,0.116604,0.118148,16332869.84349146,1904477.9552304782,3232
1597017600,2020-08-10 00:00:00,ADA/EUR,0.123248,0.124500,0.121002,0.122376,0.122912,10081980.62515743,1233792.4609842657,2059
1596931200,2020-08-09 00:00:00,ADA/EUR,0.124790,0.129441,0.120890,0.123387,0.124521,14314194.77042318,1766185.5501382048,3079
1596844800,2020-08-08 00:00:00,ADA/EUR,0.117967,0.125498,0.117100,0.124567,0.122124,9051216.99461450,1127482.9473681445,2414
1596758400,2020-08-07 00:00:00,ADA/EUR,0.121998,0.124200,0.115101,0.118137,0.119893,18440868.58624289,2178548.8921729764,3353
1596672000,2020-08-06 00:00:00,ADA/EUR,0.120163,0.123260,0.118400,0.121881,0.121044,10324407.34021535,1258349.091032787,2290
1596585600,2020-08-05 00:00:00,ADA/EUR,0.121736,0.123092,0.119000,0.119999,0.121067,7429267.87795595,891504.716086836,1967
1596499200,2020-08-04 00:00:00,ADA/EUR,0.120325,0.126000,0.118738,0.121256,0.122325,13693983.55592859,1660477.6700576772,4146
1596412800,2020-08-03 00:00:00,ADA/EUR,0.114289,0.121111,0.113235,0.120239,0.118491,10833403.00088878,1302597.543423866,3715
1596326400,2020-08-02 00:00:00,ADA/EUR,0.122867,0.125998,0.111010,0.114381,0.117174,24476816.47158135,2799682.7448359462,6141
